location,sex,age,cause,value
New Zealand,Both,0 to 9,Other non-communicable diseases,36.52
New Zealand,Male,0 to 9,Other non-communicable diseases,37.08
New Zealand,Male,80 to 89,Cardiovascular diseases,39.14
New Zealand,Female,0 to 9,Other non-communicable diseases,39.31
New Zealand,Male,70 to 79,Cancer,40.3
New Zealand,Both,70 to 79,Cancer,40.4
New Zealand,Both,80 to 89,Cardiovascular diseases,40.64
New Zealand,Female,70 to 79,Cancer,40.66
New Zealand,Male,50 to 59,Cancer,40.97
New Zealand,Both,40 to 49,Cancer,41.34
New Zealand,Female,80 to 89,Cardiovascular diseases,42.25
New Zealand,Male,90+,Cardiovascular diseases,43.76
New Zealand,Female,30 to 39,Cancer,44.77
New Zealand,Male,60 to 69,Cancer,46.15
New Zealand,Both,90+,Cardiovascular diseases,47.17
New Zealand,Both,50 to 59,Cancer,49.02
New Zealand,Female,90+,Cardiovascular diseases,49.27
New Zealand,Both,60 to 69,Cancer,49.84
New Zealand,Female,60 to 69,Cancer,55.55
New Zealand,Female,40 to 49,Cancer,57.55
New Zealand,Female,50 to 59,Cancer,60.37
Nicaragua,Both,10 to 19,Transport injuries,16.23
Nicaragua,Female,20 to 29,HIV/AIDS and sexually transmitted infections,16.73
Nicaragua,Both,30 to 39,HIV/AIDS and sexually transmitted infections,17.98
Nicaragua,Both,20 to 29,Transport injuries,18.08
Nicaragua,Female,10 to 19,Cancer,18.24
Nicaragua,Male,30 to 39,HIV/AIDS and sexually transmitted infections,18.27
Nicaragua,Both,40 to 49,Diabetes and kidney diseases,19.57
Nicaragua,Male,10 to 19,Transport injuries,19.83
Nicaragua,Male,40 to 49,Diabetes and kidney diseases,20.93
Nicaragua,Male,20 to 29,Transport injuries,22.86
Nicaragua,Male,All ages,Cardiovascular diseases,25.63
Nicaragua,Female,30 to 39,Cancer,26.74
Nicaragua,Both,50 to 59,Diabetes and kidney diseases,27.19
Nicaragua,Male,60 to 69,Diabetes and kidney diseases,27.31
Nicaragua,Male,50 to 59,Diabetes and kidney diseases,27.58
Nicaragua,Both,60 to 69,Diabetes and kidney diseases,27.75
Nicaragua,Both,All ages,Cardiovascular diseases,28.1
Nicaragua,Female,60 to 69,Diabetes and kidney diseases,28.69
Nicaragua,Female,0 to 9,Maternal and neonatal disorders,30.14
Nicaragua,Female,50 to 59,Cancer,30.71
Nicaragua,Both,0 to 9,Maternal and neonatal disorders,30.98
Nicaragua,Female,All ages,Cardiovascular diseases,31.35
Nicaragua,Male,0 to 9,Maternal and neonatal disorders,32.21
Nicaragua,Male,70 to 79,Cardiovascular diseases,33.97
Nicaragua,Female,40 to 49,Cancer,34.19
Nicaragua,Both,70 to 79,Cardiovascular diseases,34.86
Nicaragua,Female,70 to 79,Cardiovascular diseases,36.21
Nicaragua,Male,80 to 89,Cardiovascular diseases,41.59
Nicaragua,Both,80 to 89,Cardiovascular diseases,43.66
Nicaragua,Female,80 to 89,Cardiovascular diseases,45.81
Nicaragua,Male,90+,Cardiovascular diseases,49.1
Nicaragua,Both,90+,Cardiovascular diseases,50.63
Nicaragua,Female,90+,Cardiovascular diseases,52.56
Niger,Both,10 to 19,Neglected tropical diseases and malaria,13.44
Niger,Both,40 to 49,Cardiovascular diseases,13.96
Niger,Male,40 to 49,Respiratory infections and tuberculosis,15.26
Niger,Male,20 to 29,Neglected tropical diseases and malaria,15.32
Niger,Female,All ages,Enteric infections,16.16
Niger,Both,All ages,Enteric infections,16.32
Niger,Male,30 to 39,Respiratory infections and tuberculosis,16.34
Niger,Male,All ages,Enteric infections,16.47
Niger,Male,10 to 19,Neglected tropical diseases and malaria,16.97
Niger,Both,30 to 39,Maternal and neonatal disorders,16.98
Niger,Female,10 to 19,Maternal and neonatal disorders,17.55
Niger,Both,20 to 29,Maternal and neonatal disorders,17.63
Niger,Male,50 to 59,Cardiovascular diseases,19.97
Niger,Female,40 to 49,Maternal and neonatal disorders,21.02
Niger,Male,0 to 9,Enteric infections,21.37
Niger,Both,0 to 9,Enteric infections,21.52
Niger,Female,0 to 9,Enteric infections,21.7
Niger,Both,50 to 59,Cardiovascular diseases,22.27
Niger,Male,60 to 69,Cardiovascular diseases,24.69
Niger,Female,50 to 59,Cardiovascular diseases,25.01
Niger,Male,70 to 79,Cardiovascular diseases,27.23
Niger,Both,60 to 69,Cardiovascular diseases,27.57
Niger,Both,70 to 79,Cardiovascular diseases,30.67
Niger,Female,60 to 69,Cardiovascular diseases,31.02
Niger,Male,80 to 89,Cardiovascular diseases,31.06
Niger,Male,90+,Cardiovascular diseases,32.65
Niger,Both,80 to 89,Cardiovascular diseases,34.11
Niger,Female,70 to 79,Cardiovascular diseases,34.46
Niger,Female,30 to 39,Maternal and neonatal disorders,35.82
Niger,Both,90+,Cardiovascular diseases,36.2
Niger,Female,80 to 89,Cardiovascular diseases,37.34
Niger,Female,20 to 29,Maternal and neonatal disorders,37.96
Niger,Female,90+,Cardiovascular diseases,39.9
Nigeria,Both,All ages,Enteric infections,13.82
Nigeria,Female,All ages,Enteric infections,14.11
Nigeria,Male,All ages,Respiratory infections and tuberculosis,14.19
Nigeria,Both,20 to 29,Neglected tropical diseases and malaria,17.58
Nigeria,Female,50 to 59,Cardiovascular diseases,18.05
Nigeria,Both,50 to 59,Cardiovascular diseases,18.08
Nigeria,Male,50 to 59,Cardiovascular diseases,18.1
Nigeria,Female,10 to 19,Neglected tropical diseases and malaria,18.39
Nigeria,Both,10 to 19,Neglected tropical diseases and malaria,19.88
Nigeria,Male,20 to 29,Neglected tropical diseases and malaria,20.08
Nigeria,Male,10 to 19,Neglected tropical diseases and malaria,21.11
Nigeria,Female,0 to 9,Maternal and neonatal disorders,22
Nigeria,Female,20 to 29,HIV/AIDS and sexually transmitted infections,22.12
Nigeria,Male,30 to 39,HIV/AIDS and sexually transmitted infections,23.33
Nigeria,Male,60 to 69,Cardiovascular diseases,24.01
Nigeria,Both,0 to 9,Maternal and neonatal disorders,24.24
Nigeria,Male,40 to 49,HIV/AIDS and sexually transmitted infections,24.61
Nigeria,Both,60 to 69,Cardiovascular diseases,25.19
Nigeria,Male,0 to 9,Maternal and neonatal disorders,26.11
Nigeria,Both,40 to 49,HIV/AIDS and sexually transmitted infections,26.21
Nigeria,Female,60 to 69,Cardiovascular diseases,26.42
Nigeria,Male,70 to 79,Cardiovascular diseases,27.59
Nigeria,Female,40 to 49,HIV/AIDS and sexually transmitted infections,28.1
Nigeria,Both,30 to 39,HIV/AIDS and sexually transmitted infections,28.76
Nigeria,Male,80 to 89,Cardiovascular diseases,30.12
Nigeria,Male,90+,Cardiovascular diseases,30.42
Nigeria,Both,70 to 79,Cardiovascular diseases,30.83
Nigeria,Both,80 to 89,Cardiovascular diseases,34.07
Nigeria,Female,30 to 39,HIV/AIDS and sexually transmitted infections,34.23
Nigeria,Female,70 to 79,Cardiovascular diseases,34.43
Nigeria,Both,90+,Cardiovascular diseases,34.98
Nigeria,Female,80 to 89,Cardiovascular diseases,38.68
Nigeria,Female,90+,Cardiovascular diseases,38.77
Niue,Both,All ages,Cardiovascular diseases,53.84
Niue,Female,All ages,Cardiovascular diseases,60
Niue,Male,All ages,Cardiovascular diseases,66.66
Niue,Both,70 to 79,Cardiovascular diseases,100
Niue,Both,80 to 89,Cardiovascular diseases,100
North Macedonia,Both,20 to 29,Transport injuries,21.73
North Macedonia,Both,10 to 19,Cancer,26.19
North Macedonia,Male,20 to 29,Transport injuries,26.31
North Macedonia,Male,30 to 39,Cardiovascular diseases,26.42
North Macedonia,Male,10 to 19,Cancer,26.92
North Macedonia,Both,30 to 39,Cancer,32.43
North Macedonia,Male,40 to 49,Cardiovascular diseases,37.54
North Macedonia,Male,50 to 59,Cardiovascular diseases,40.29
North Macedonia,Both,40 to 49,Cancer,40.74
North Macedonia,Both,50 to 59,Cancer,42.77
North Macedonia,Female,20 to 29,Cancer,42.85
North Macedonia,Male,60 to 69,Cardiovascular diseases,46.14
North Macedonia,Both,60 to 69,Cardiovascular diseases,47.32
North Macedonia,Female,50 to 59,Cancer,48.75
North Macedonia,Female,60 to 69,Cardiovascular diseases,49.48
North Macedonia,Female,10 to 19,Cancer,50
North Macedonia,Male,All ages,Cardiovascular diseases,53.96
North Macedonia,Female,30 to 39,Cancer,55.68
North Macedonia,Female,40 to 49,Cancer,57.03
North Macedonia,Male,70 to 79,Cardiovascular diseases,57.98
North Macedonia,Both,All ages,Cardiovascular diseases,58.33
North Macedonia,Both,0 to 9,Maternal and neonatal disorders,59.47
North Macedonia,Both,70 to 79,Cardiovascular diseases,61.52
North Macedonia,Male,0 to 9,Maternal and neonatal disorders,63.26
North Macedonia,Female,All ages,Cardiovascular diseases,63.34
North Macedonia,Female,70 to 79,Cardiovascular diseases,65.61
North Macedonia,Female,0 to 9,Maternal and neonatal disorders,66.66
North Macedonia,Male,80 to 89,Cardiovascular diseases,70.35
North Macedonia,Both,80 to 89,Cardiovascular diseases,73.93
North Macedonia,Female,80 to 89,Cardiovascular diseases,76.95
North Macedonia,Male,90+,Cardiovascular diseases,78.43
North Macedonia,Both,90+,Cardiovascular diseases,79.77
North Macedonia,Female,90+,Cardiovascular diseases,81.7
Northern Mariana Islands,Female,All ages,Cardiovascular diseases,33.06
Northern Mariana Islands,Both,All ages,Cardiovascular diseases,33.62
Northern Mariana Islands,Male,All ages,Cardiovascular diseases,35.4
Northern Mariana Islands,Female,60 to 69,Cardiovascular diseases,37.03
Northern Mariana Islands,Both,50 to 59,Cardiovascular diseases,39.43
Northern Mariana Islands,Both,60 to 69,Cardiovascular diseases,40.69
Northern Mariana Islands,Both,70 to 79,Cardiovascular diseases,41.66
Northern Mariana Islands,Female,50 to 59,Cancer,42.85
Northern Mariana Islands,Male,60 to 69,Cardiovascular diseases,44.23
Northern Mariana Islands,Both,40 to 49,Cardiovascular diseases,44.44
Northern Mariana Islands,Male,50 to 59,Cardiovascular diseases,45.45
Northern Mariana Islands,Male,70 to 79,Cardiovascular diseases,46.15
Northern Mariana Islands,Female,70 to 79,Cardiovascular diseases,46.66
Northern Mariana Islands,Both,80 to 89,Cardiovascular diseases,50
Northern Mariana Islands,Female,40 to 49,Cancer,50
Northern Mariana Islands,Male,40 to 49,Cardiovascular diseases,54.54
Northern Mariana Islands,Male,80 to 89,Cardiovascular diseases,54.54
Northern Mariana Islands,Female,80 to 89,Cardiovascular diseases,66.66
Northern Mariana Islands,Both,0 to 9,Maternal and neonatal disorders,100
Northern Mariana Islands,Both,20 to 29,Suicide,100
Northern Mariana Islands,Both,90+,Cardiovascular diseases,100
Northern Mariana Islands,Female,90+,Cardiovascular diseases,100
Northern Mariana Islands,Male,90+,Cardiovascular diseases,100
Norway,Female,10 to 19,Cancer,25.92
Norway,Male,30 to 39,Suicide,26.05
Norway,Both,30 to 39,Cancer,26.14
Norway,Both,10 to 19,Suicide,26.66
Norway,Male,10 to 19,Suicide,28.3
Norway,Male,40 to 49,Cancer,30.63
Norway,Both,All ages,Cardiovascular diseases,30.75
Norway,Female,All ages,Cardiovascular diseases,31.98
Norway,Both,20 to 29,Suicide,32.54
Norway,Female,20 to 29,Suicide,33.33
Norway,Male,All ages,Cancer,33.44
Norway,Male,80 to 89,Cardiovascular diseases,33.61
Norway,Male,20 to 29,Suicide,34.21
Norway,Both,80 to 89,Cardiovascular diseases,35.03
Norway,Female,80 to 89,Cardiovascular diseases,36.45
Norway,Male,90+,Cardiovascular diseases,36.75
Norway,Both,0 to 9,Other non-communicable diseases,39.86
Norway,Male,0 to 9,Other non-communicable diseases,40
Norway,Both,90+,Cardiovascular diseases,40.56
Norway,Both,40 to 49,Cancer,41.12
Norway,Male,50 to 59,Cancer,41.48
Norway,Male,70 to 79,Cancer,42.42
Norway,Female,90+,Cardiovascular diseases,42.49
Norway,Both,70 to 79,Cancer,43.12
Norway,Female,70 to 79,Cancer,44.28
Norway,Female,0 to 9,Other non-communicable diseases,45.76
Norway,Female,30 to 39,Cancer,47.32
Norway,Male,60 to 69,Cancer,48.45
Norway,Both,50 to 59,Cancer,49.77
Norway,Both,60 to 69,Cancer,52.69
Norway,Female,40 to 49,Cancer,59.32
Norway,Female,60 to 69,Cancer,59.57
Norway,Female,50 to 59,Cancer,63.43
Oman,Female,40 to 49,Cardiovascular diseases,31.12
Oman,Both,40 to 49,Cardiovascular diseases,31.32
Oman,Female,30 to 39,Transport injuries,31.52
Oman,Male,40 to 49,Cardiovascular diseases,31.86
Oman,Male,All ages,Cardiovascular diseases,36.84
Oman,Both,0 to 9,Maternal and neonatal disorders,38.26
Oman,Male,0 to 9,Maternal and neonatal disorders,38.58
Oman,Female,0 to 9,Maternal and neonatal disorders,39.58
Oman,Both,All ages,Cardiovascular diseases,40.43
Oman,Female,50 to 59,Cardiovascular diseases,44.75
Oman,Female,10 to 19,Transport injuries,44.77
Oman,Both,50 to 59,Cardiovascular diseases,44.92
Oman,Female,20 to 29,Transport injuries,45.18
Oman,Both,30 to 39,Transport injuries,45.32
Oman,Male,50 to 59,Cardiovascular diseases,45.69
Oman,Female,All ages,Cardiovascular diseases,46.78
Oman,Male,30 to 39,Transport injuries,49.02
Oman,Male,60 to 69,Cardiovascular diseases,51.97
Oman,Both,60 to 69,Cardiovascular diseases,52.89
Oman,Female,60 to 69,Cardiovascular diseases,55.1
Oman,Both,10 to 19,Transport injuries,56.64
Oman,Male,70 to 79,Cardiovascular diseases,57.09
Oman,Male,80 to 89,Cardiovascular diseases,58.03
Oman,Both,70 to 79,Cardiovascular diseases,58.69
Oman,Male,90+,Cardiovascular diseases,59.28
Oman,Both,80 to 89,Cardiovascular diseases,60.2
Oman,Both,20 to 29,Transport injuries,60.33
Oman,Both,90+,Cardiovascular diseases,61.37
Oman,Female,70 to 79,Cardiovascular diseases,61.46
Oman,Male,10 to 19,Transport injuries,63.9
Oman,Female,80 to 89,Cardiovascular diseases,64.27
Oman,Male,20 to 29,Transport injuries,64.45
Oman,Female,90+,Cardiovascular diseases,66.85
Pakistan,Both,20 to 29,Cardiovascular diseases,12.31
Pakistan,Male,20 to 29,Cardiovascular diseases,13.94
Pakistan,Female,30 to 39,Cardiovascular diseases,18.71
Pakistan,Female,10 to 19,Enteric infections,19.25
Pakistan,Both,10 to 19,Enteric infections,20.11
Pakistan,Female,20 to 29,Maternal and neonatal disorders,20.42
Pakistan,Male,10 to 19,Enteric infections,20.81
Pakistan,Both,30 to 39,Cardiovascular diseases,21.37
Pakistan,Female,All ages,Cardiovascular diseases,22.14
Pakistan,Both,All ages,Cardiovascular diseases,22.74
Pakistan,Male,All ages,Cardiovascular diseases,23.25
Pakistan,Male,30 to 39,Cardiovascular diseases,23.73
Pakistan,Female,40 to 49,Cancer,28.21
Pakistan,Both,40 to 49,Cardiovascular diseases,30.26
Pakistan,Female,50 to 59,Cardiovascular diseases,31.45
Pakistan,Male,40 to 49,Cardiovascular diseases,33.02
Pakistan,Male,80 to 89,Cardiovascular diseases,35.31
Pakistan,Both,50 to 59,Cardiovascular diseases,35.77
Pakistan,Both,80 to 89,Cardiovascular diseases,37.09
Pakistan,Female,60 to 69,Cardiovascular diseases,37.09
Pakistan,Male,90+,Cardiovascular diseases,37.4
Pakistan,Male,70 to 79,Cardiovascular diseases,37.83
Pakistan,Both,60 to 69,Cardiovascular diseases,38.05
Pakistan,Male,60 to 69,Cardiovascular diseases,38.82
Pakistan,Female,80 to 89,Cardiovascular diseases,38.96
Pakistan,Male,50 to 59,Cardiovascular diseases,39.07
Pakistan,Both,70 to 79,Cardiovascular diseases,39.18
Pakistan,Both,90+,Cardiovascular diseases,39.26
Pakistan,Female,70 to 79,Cardiovascular diseases,40.75
Pakistan,Female,90+,Cardiovascular diseases,41.06
Pakistan,Female,0 to 9,Maternal and neonatal disorders,52.16
Pakistan,Both,0 to 9,Maternal and neonatal disorders,55.05
Pakistan,Male,0 to 9,Maternal and neonatal disorders,57.54
Palau,Female,All ages,Cardiovascular diseases,28.37
Palau,Both,All ages,Cardiovascular diseases,32.66
Palau,Female,50 to 59,Cancer,33.33
Palau,Female,60 to 69,Cancer,33.33
Palau,Male,All ages,Cardiovascular diseases,36.75
Palau,Female,80 to 89,Cardiovascular diseases,40
Palau,Both,70 to 79,Cardiovascular diseases,41.37
Palau,Both,60 to 69,Cardiovascular diseases,41.46
Palau,Female,70 to 79,Cardiovascular diseases,41.66
Palau,Both,50 to 59,Cardiovascular diseases,42.42
Palau,Both,80 to 89,Cardiovascular diseases,42.85
Palau,Both,40 to 49,Cardiovascular diseases,46.15
Palau,Male,70 to 79,Cardiovascular diseases,46.15
Palau,Male,60 to 69,Cardiovascular diseases,50
Palau,Male,50 to 59,Cardiovascular diseases,55
Palau,Male,40 to 49,Cardiovascular diseases,62.5
Palau,Both,30 to 39,Cardiovascular diseases,100
Palau,Both,90+,Cardiovascular diseases,100
Palau,Female,40 to 49,Cancer,100
Palau,Male,30 to 39,Cardiovascular diseases,100
Palau,Male,80 to 89,Cardiovascular diseases,100
Palestine,Both,10 to 19,Transport injuries,16.47
Palestine,Both,20 to 29,Interpersonal violence,16.92
Palestine,Male,10 to 19,Transport injuries,20.25
Palestine,Male,30 to 39,Cardiovascular diseases,21.05
Palestine,Male,20 to 29,Interpersonal violence,21.24
Palestine,Female,10 to 19,Cancer,25.58
Palestine,Both,30 to 39,Cancer,25.91
Palestine,Female,20 to 29,Cancer,26.97
Palestine,Both,40 to 49,Cardiovascular diseases,33.64
Palestine,Female,50 to 59,Cancer,37.31
Palestine,Male,All ages,Cardiovascular diseases,38.6
Palestine,Male,40 to 49,Cardiovascular diseases,39.06
Palestine,Both,All ages,Cardiovascular diseases,40.42
Palestine,Both,50 to 59,Cardiovascular diseases,42.33
Palestine,Female,All ages,Cardiovascular diseases,42.6
Palestine,Female,30 to 39,Cancer,45.19
Palestine,Female,60 to 69,Cardiovascular diseases,45.41
Palestine,Male,50 to 59,Cardiovascular diseases,46.7
Palestine,Both,60 to 69,Cardiovascular diseases,47.26
Palestine,Both,0 to 9,Maternal and neonatal disorders,47.5
Palestine,Male,0 to 9,Maternal and neonatal disorders,48.01
Palestine,Female,40 to 49,Cancer,48.03
Palestine,Female,0 to 9,Maternal and neonatal disorders,48.52
Palestine,Male,60 to 69,Cardiovascular diseases,48.94
Palestine,Male,70 to 79,Cardiovascular diseases,49.12
Palestine,Both,70 to 79,Cardiovascular diseases,51.42
Palestine,Male,80 to 89,Cardiovascular diseases,51.68
Palestine,Female,70 to 79,Cardiovascular diseases,53.89
Palestine,Both,80 to 89,Cardiovascular diseases,55.5
Palestine,Male,90+,Cardiovascular diseases,57.2
Palestine,Both,90+,Cardiovascular diseases,57.99
Palestine,Female,80 to 89,Cardiovascular diseases,58.95
Palestine,Female,90+,Cardiovascular diseases,59.67
Panama,Male,40 to 49,Cardiovascular diseases,16.79
Panama,Female,20 to 29,Cancer,16.93
Panama,Both,30 to 39,Interpersonal violence,17.43
Panama,Female,10 to 19,Cancer,21.35
Panama,Male,30 to 39,Interpersonal violence,23.25
Panama,Both,40 to 49,Cancer,24.76
Panama,Both,10 to 19,Interpersonal violence,25.79
Panama,Male,50 to 59,Cardiovascular diseases,25.83
Panama,Male,All ages,Cardiovascular diseases,26.15
Panama,Both,All ages,Cardiovascular diseases,26.87
Panama,Both,20 to 29,Interpersonal violence,27.55
Panama,Female,All ages,Cardiovascular diseases,27.84
Panama,Both,50 to 59,Cancer,29.72
Panama,Female,70 to 79,Cardiovascular diseases,30.07
Panama,Both,60 to 69,Cancer,30.2
Panama,Female,0 to 9,Maternal and neonatal disorders,30.29
Panama,Male,60 to 69,Cardiovascular diseases,30.34
Panama,Both,0 to 9,Maternal and neonatal disorders,30.65
Panama,Female,30 to 39,Cancer,31.42
Panama,Both,70 to 79,Cardiovascular diseases,31.58
Panama,Male,0 to 9,Maternal and neonatal disorders,32.08
Panama,Male,70 to 79,Cardiovascular diseases,32.89
Panama,Male,20 to 29,Interpersonal violence,33.44
Panama,Male,10 to 19,Interpersonal violence,35.26
Panama,Male,80 to 89,Cardiovascular diseases,35.27
Panama,Female,60 to 69,Cancer,35.28
Panama,Both,80 to 89,Cardiovascular diseases,35.83
Panama,Female,80 to 89,Cardiovascular diseases,36.73
Panama,Male,90+,Cardiovascular diseases,38.37
Panama,Both,90+,Cardiovascular diseases,40.48
Panama,Female,90+,Cardiovascular diseases,42.31
Panama,Female,40 to 49,Cancer,42.82
