key,description
PFIcountryAffectTimePageSubmit,
PFIcountryAffectTimeClickCount,
PFIcountryFateTimeFirstClick,
PFIcountryFateTimeLastClick,
PFIcountryFateTimePageSubmit,
PFIcountryFateTimeClickCount,
HelpCountryTimeFirstClick,
HelpCountryTimeLastClick,
HelpCountryTimePageSubmit,
HelpCountryTimeClickCount,
SelfEnhancement,Composite of BIDR items. Average of responses to individual items.
AnticipatedFoodScarcity,Composite of FoodScarcity items. Average of responses to individual items.
FoodInsecurity,Composite of FoodInsecurity items. Sum of responses to individual items.
Promotion,This is calculated from the regulatory focus scale items. Specifically: [(6-RegFocus1) + RegFocus3 + RegFocus7 +(6 - RegFocus9) + RegFocus10 + (6 - RegFocus11)] / 6
Prevention,This is calculated from the regulatory focus scale items. Specifically: [(6 - RegFocus2) + (6 - RegFocus4) + RegFocus5 + (6 - RegFocus6) + (6 - RegFocus8)] / 5
ExistentialRiskOrder,"relates to AnimalVirus and TerroristVirus questions. Group A was first asked about an animal virus and then asked the same questions for a terrorist relating virus. Group B was first asked about a terrorist relating virus and then about an animal related virus. (1=group A, 2=group B)"
t14,"participated in t14? (0=No, 1=Yes)"
tot_t14,How many times participated up to t14?
Dominance,"Composite of status items: average of items 3, 5, 7, 9, 10, 11, 12, 16"
Prestige,"Composite of status items: average of items 1, 2, 4, 6, 8, 13, 14, 15, 17"
AgenticGoal,"composite of AgentVScomm items: average of items 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 21, 22, 23"
CommunalGoal,"composite of AgentVScomm items: average of items 2, 4, 6, 8, 10, 12, 14, 16, 18"
PastFocus,"composite of TemporalFocus items: sum of items 1, 6, 9, 11"
PresentFocus,"composite of TemporalFocus items: sum of items 2, 4, 8, 10"
FutureFocus,"composite of TemporalFocus items: sum of items 3, 5, 7, 12"
HopeAgency,"composite of hope items: sum of items 2, 4, 6"
HopePathways,"composite of hope items: sum of items 1, 3, 5"
StateHopeTotal,composite of hope items: sum of all items
Flourish,composite of flourish items: average of items 1 to 10
SecureFlourish,composite of flourish items: average of all items
RecentContactsInfect,How many people do you personally know who have been diagnosed by a physician or tested positive for COVID-19 during the last two months? Please enter a whole number.
PerceptionRiskNow,"How likely do you think it is that you will become infected with COVID-19 at this point? (1= Not at all, 7= Extremely)"
InfectionSeverityNow,"How severe do you expect your symptoms to be if you become infected with COVID-19 at this point? (1= Not at all severe, 7= Extremely severe)"
Efficacy1,"When I am with others I can express myself openly (0=not at all confident, 10=absolutely confident)"
Efficacy2,"When I am with others I can be tough (0=not at all confident, 10=absolutely confident)"
Efficacy3,"When I am with others I can follow the rules (0=not at all confident, 10=absolutely confident)"
Efficacy4,"When I am with others I can be assertive (0=not at all confident, 10=absolutely confident)"
Efficacy5,"When I am with others I can hide my thoughts and feelings (0=not at all confident, 10=absolutely confident)"
Efficacy6,"When I am with others I can fit in (0=not at all confident, 10=absolutely confident)"
Efficacy7,"When I am with others I can keep the upper hand (0=not at all confident, 10=absolutely confident)"
Efficacy8,"When I am with others I can avoid getting into arguments (0=not at all confident, 10=absolutely confident)"
Efficacy9,"When I am with others I can smooth over any difficulties (0=not at all confident, 10=absolutely confident)"
Efficacy10,"When I am with others I can be cold and unfriendly when I want to (0=not at all confident, 10=absolutely confident)"
Efficacy11,"When I am with others I can get along with them (0=not at all confident, 10=absolutely confident)"
Efficacy12,"When I am with others I can speak up when I have something to say (0=not at all confident, 10=absolutely confident)"
Efficacy13,"When I am with others I can be submissive (0=not at all confident, 10=absolutely confident)"
Efficacy14,"When I am with others I can understand their feelings (0=not at all confident, 10=absolutely confident)"
Efficacy15,"When I am with others I can win any arguments or competitions (0=not at all confident, 10=absolutely confident)"
Efficacy16,"When I am with others I can be a follower (0=not at all confident, 10=absolutely confident)"
Efficacy17,"When I am with others I can get them to listen to what I have to say (0=not at all confident, 10=absolutely confident)"
